so,code,prod,fch,monpago,lista,pu,esperado,src,usd_pay,ves_pay,flag,absdev,pct,dist_nearest_list
S00328,75.0,[0075] SUPREMO API CI-4 SAE 15,2026-05-13,USD,USD,1247.84,933.0,mar12,933.0,1167.0,por_encima,314.8399999999999,33.74490889603429,80.83999999999992
S00328,85.0,[0085] MAXIMO API CF SAE 50 (T,2026-05-13,USD,USD,1115.95,824.0,mar12,824.0,1030.0,por_encima,291.95000000000005,35.43082524271845,85.95000000000005
S00328,146.0,[0146] HIDRAGLOB AW/ISO 68 (Ta,2026-05-13,USD,USD,1082.33,799.0,mar12,799.0,998.0,por_encima,283.3299999999999,35.46057571964955,84.32999999999993
S00357,970.0,[0970] GRASA GLOBAL AT 250 AR-,2026-05-13,USD,USD,271.0,179.0,mar12,179.0,224.0,por_encima,92.0,51.39664804469274,47.0
S00397,83.0,[0083] MAXIMO API CF SAE 50 (P,2026-05-15,USD,USD,112.73,81.0,mar12,81.0,102.0,por_encima,31.730000000000004,39.17283950617285,10.730000000000004
S00400,884.0,[0884] TRANSMATIC ATF DEXRON I,2026-05-15,VES,VES,95.49,83.0,feb23,67.0,83.0,por_encima,12.489999999999995,15.04819277108433,12.489999999999995
S00400,887.0,[0887] MOTOCLASICO 4T SAE 20W-,2026-05-15,VES,VES,90.19,82.0,feb23,66.0,82.0,por_encima,8.189999999999998,9.987804878048777,8.189999999999998
S00402,887.0,[0887] MOTOCLASICO 4T SAE 20W-,2026-05-15,USD,USD,90.19,66.0,mar12,66.0,82.0,por_encima,24.189999999999998,36.65151515151515,8.189999999999998
S00401,93.0,[0093] ALTA CILINDRADA SS API ,2026-05-15,USD,USD,46.42,34.0,mar12,34.0,42.0,por_encima,12.420000000000002,36.52941176470589,4.420000000000002
S00404,887.0,[0887] MOTOCLASICO 4T SAE 20W-,2026-05-15,USD,USD,59.0,66.0,mar12,66.0,82.0,por_debajo,7.0,-10.606060606060606,7.0
S00405,884.0,[0884] TRANSMATIC ATF DEXRON I,2026-05-18,USD,USD,95.49,67.0,mar12,67.0,83.0,por_encima,28.489999999999995,42.522388059701484,12.489999999999995
S00408,884.0,[0884] TRANSMATIC ATF DEXRON I,2026-05-18,USD,USD,95.49,67.0,mar12,67.0,83.0,por_encima,28.489999999999995,42.522388059701484,12.489999999999995
S00291,83.0,[0083] MAXIMO API CF SAE 50 (P,2026-05-18,USD,USD,73.2759,81.0,mar12,81.0,102.0,por_debajo,7.724100000000007,-9.535925925925936,7.724100000000007
S00291,144.0,[0144] HIDRAGLOB AW/ISO 68 (PA,2026-05-18,USD,USD,61.2069,73.0,mar12,73.0,91.0,por_debajo,11.793100000000003,-16.15493150684932,11.793100000000003
S00410,881.0,[0881] CLASICO API SL SAE 20W-,2026-05-18,VES,VES,86.21,79.0,feb23,63.0,79.0,por_encima,7.209999999999994,9.126582278481004,7.209999999999994
S00410,878.0,[0878] SS EXTRA PROTECCION API,2026-05-18,VES,VES,100.8,90.0,feb23,72.0,90.0,por_encima,10.799999999999997,11.999999999999996,10.799999999999997
S00410,880.0,[0880] CLASICO API SL SAE 15W-,2026-05-18,VES,VES,86.21,78.0,feb23,62.0,78.0,por_encima,8.209999999999994,10.525641025641018,8.209999999999994
S00410,775.0,[0775] LIGA PARA FRENOS DOT-4 ,2026-05-18,VES,VES,41.11,38.0,feb23,31.0,38.0,por_encima,3.1099999999999994,8.184210526315788,3.1099999999999994
S00411,121.0,[0121] TRANSGLOB API GL-5 SAE ,2026-05-19,USD,USD,51.72,36.0,mar12,36.0,45.0,por_encima,15.719999999999999,43.666666666666664,6.719999999999999
S00411,884.0,[0884] TRANSMATIC ATF DEXRON I,2026-05-19,USD,USD,95.49,67.0,mar12,67.0,83.0,por_encima,28.489999999999995,42.522388059701484,12.489999999999995
S00414,775.0,[0775] LIGA PARA FRENOS DOT-4 ,2026-05-19,VES,VES,41.11,38.0,feb23,31.0,38.0,por_encima,3.1099999999999994,8.184210526315788,3.1099999999999994
S00414,880.0,[0880] CLASICO API SL SAE 15W-,2026-05-19,VES,VES,86.21,78.0,feb23,62.0,78.0,por_encima,8.209999999999994,10.525641025641018,8.209999999999994
S00416,880.0,[0880] CLASICO API SL SAE 15W-,2026-05-20,MIXTO,USD(mixto->Binance),86.21,62.0,mar12,62.0,78.0,por_encima,24.209999999999994,39.048387096774185,8.209999999999994
S00422,884.0,[0884] TRANSMATIC ATF DEXRON I,2026-05-20,USD,USD,95.49,67.0,mar12,67.0,83.0,por_encima,28.489999999999995,42.522388059701484,12.489999999999995
S00425,877.0,[0877] SS EXTRA PROTECCION API,2026-05-20,USD,USD,100.8,72.0,mar12,72.0,96.0,por_encima,28.799999999999997,40.0,4.799999999999997
S00425,880.0,[0880] CLASICO API SL SAE 15W-,2026-05-20,USD,USD,86.21,62.0,mar12,62.0,78.0,por_encima,24.209999999999994,39.048387096774185,8.209999999999994
S00425,887.0,[0887] MOTOCLASICO 4T SAE 20W-,2026-05-20,USD,USD,90.19,66.0,mar12,66.0,82.0,por_encima,24.189999999999998,36.65151515151515,8.189999999999998
S00428,880.0,[0880] CLASICO API SL SAE 15W-,2026-05-21,USD,USD,86.21,62.0,mar12,62.0,78.0,por_encima,24.209999999999994,39.048387096774185,8.209999999999994
S00428,877.0,[0877] SS EXTRA PROTECCION API,2026-05-21,USD,USD,100.8,72.0,mar12,72.0,96.0,por_encima,28.799999999999997,40.0,4.799999999999997
S00429,884.0,[0884] TRANSMATIC ATF DEXRON I,2026-05-21,USD,USD,95.49,67.0,mar12,67.0,83.0,por_encima,28.489999999999995,42.522388059701484,12.489999999999995
S00429,885.0,[0885] TRANSMATIC ATF MERCON V,2026-05-21,USD,USD,157.82,105.0,mar12,105.0,131.0,por_encima,52.81999999999999,50.3047619047619,26.819999999999993
S00429,795.0,[0795] REFRIGERANTE GLOBAL ORA,2026-05-21,USD,USD,51.72,34.0,mar12,34.0,43.0,por_encima,17.72,52.11764705882352,8.719999999999999
S00431,887.0,[0887] MOTOCLASICO 4T SAE 20W-,2026-05-21,VES,VES,90.19,82.0,feb23,66.0,82.0,por_encima,8.189999999999998,9.987804878048777,8.189999999999998
S00431,881.0,[0881] CLASICO API SL SAE 20W-,2026-05-21,VES,VES,86.21,79.0,feb23,63.0,79.0,por_encima,7.209999999999994,9.126582278481004,7.209999999999994
S00434,887.0,[0887] MOTOCLASICO 4T SAE 20W-,2026-05-22,USD,USD,90.19,66.0,mar12,66.0,82.0,por_encima,24.189999999999998,36.65151515151515,8.189999999999998
S00433,877.0,[0877] SS EXTRA PROTECCION API,2026-05-22,USD,USD,100.8,72.0,mar12,72.0,96.0,por_encima,28.799999999999997,40.0,4.799999999999997
S00435,141.0,[0141] HIDRAGLOB AW/ISO 46 (Ta,2026-05-22,VES,VES,1232.1,1131.0,feb23,905.0,1131.0,por_encima,101.09999999999991,8.938992042440312,101.09999999999991
S00439,887.0,[0887] MOTOCLASICO 4T SAE 20W-,2026-05-25,USD,USD,90.19,66.0,mar12,66.0,82.0,por_encima,24.189999999999998,36.65151515151515,8.189999999999998
S00441,73.0,[0073] SUPREMO API CI-4 SAE 15,2026-05-25,USD,USD,127.32,91.0,mar12,91.0,114.0,por_encima,36.31999999999999,39.912087912087905,13.319999999999993
S00441,107.0,[0107] TRANSMATIC ATF DEXRON I,2026-05-25,USD,USD,125.99,91.0,mar12,91.0,114.0,por_encima,34.989999999999995,38.450549450549445,11.989999999999995
S00441,123.0,[0123] TRANSGLOB API GL-5 SAE ,2026-05-25,USD,USD,123.34,89.0,mar12,89.0,112.0,por_encima,34.34,38.58426966292135,11.340000000000003
S00441,13.0,[0013] ELITE API SN SAE 5W-30 ,2026-05-25,USD,USD,72.94,46.0,mar12,46.0,58.0,por_encima,26.939999999999998,58.565217391304344,14.939999999999998
S00443,880.0,[0880] CLASICO API SL SAE 15W-,2026-05-25,VES,VES,86.21,78.0,feb23,62.0,78.0,por_encima,8.209999999999994,10.525641025641018,8.209999999999994
S00443,121.0,[0121] TRANSGLOB API GL-5 SAE ,2026-05-25,VES,VES,51.72,45.0,feb23,36.0,45.0,por_encima,6.719999999999999,14.933333333333332,6.719999999999999
S00427,146.0,[0146] HIDRAGLOB AW/ISO 68 (Ta,2026-05-26,VES,VES,1103.45,998.0,feb23,799.0,998.0,por_encima,105.45000000000005,10.566132264529063,105.45000000000005
S00427,75.0,[0075] SUPREMO API CI-4 SAE 15,2026-05-26,VES,VES,1271.88,1167.0,feb23,933.0,1167.0,por_encima,104.88000000000011,8.98714652956299,104.88000000000011
S00427,85.0,[0085] MAXIMO API CF SAE 50 (T,2026-05-26,VES,VES,1136.6,1030.0,feb23,824.0,1030.0,por_encima,106.59999999999991,10.349514563106787,106.59999999999991
S00452,73.0,[0073] SUPREMO API CI-4 SAE 15,2026-05-26,USD,USD,127.32,91.0,mar12,91.0,114.0,por_encima,36.31999999999999,39.912087912087905,13.319999999999993
S00452,796.0,[0796] REFRIGERANTE GLOBAL ORA,2026-05-26,USD,USD,100.8,67.0,mar12,67.0,83.0,por_encima,33.8,50.44776119402985,17.799999999999997
S00451,877.0,[0877] SS EXTRA PROTECCION API,2026-05-26,USD,USD,100.8,72.0,mar12,72.0,96.0,por_encima,28.799999999999997,40.0,4.799999999999997
S00451,83.0,[0083] MAXIMO API CF SAE 50 (P,2026-05-26,USD,USD,112.73,81.0,mar12,81.0,102.0,por_encima,31.730000000000004,39.17283950617285,10.730000000000004
S00454,792.0,[0792] REFRIGERANTE GLOBAL ROJ,2026-05-26,VES,VES,34.48,29.0,feb23,24.0,29.0,por_encima,5.479999999999997,18.896551724137918,5.479999999999997
S00457,795.0,[0795] REFRIGERANTE GLOBAL ORA,2026-05-28,USD,USD,51.72,34.0,mar12,34.0,43.0,por_encima,17.72,52.11764705882352,8.719999999999999
S00457,73.0,[0073] SUPREMO API CI-4 SAE 15,2026-05-28,USD,USD,127.32,91.0,mar12,91.0,114.0,por_encima,36.31999999999999,39.912087912087905,13.319999999999993
S00467,888.0,[0888] ENDUROGLOB 2T AIRE (1x1,2026-06-01,USD,USD,99.47,66.0,mar12,66.0,82.0,por_encima,33.47,50.71212121212121,17.47
S00471,83.0,[0083] MAXIMO API CF SAE 50 (P,2026-06-01,VES,VES,112.73,102.0,feb23,81.0,102.0,por_encima,10.730000000000004,10.519607843137258,10.730000000000004
S00489,887.0,[0887] MOTOCLASICO 4T SAE 20W-,2026-06-03,VES,VES,90.19,82.0,feb23,66.0,82.0,por_encima,8.189999999999998,9.987804878048777,8.189999999999998
S00489,881.0,[0881] CLASICO API SL SAE 20W-,2026-06-03,VES,VES,86.21,79.0,feb23,63.0,79.0,por_encima,7.209999999999994,9.126582278481004,7.209999999999994
S00502,878.0,[0878] SS EXTRA PROTECCION API,2026-06-04,USD,USD,100.8,72.0,mar12,72.0,90.0,por_encima,28.799999999999997,40.0,10.799999999999997
S00507,887.0,[0887] MOTOCLASICO 4T SAE 20W-,2026-06-04,VES,VES,90.19,82.0,feb23,66.0,82.0,por_encima,8.189999999999998,9.987804878048777,8.189999999999998
S00507,93.0,[0093] ALTA CILINDRADA SS API ,2026-06-04,VES,VES,46.42,42.0,feb23,34.0,42.0,por_encima,4.420000000000002,10.523809523809529,4.420000000000002
S00506,877.0,[0877] SS EXTRA PROTECCION API,2026-06-05,USD,USD,65.5172,72.0,mar12,72.0,96.0,por_debajo,6.4827999999999975,-9.003888888888884,6.4827999999999975
S00513,877.0,[0877] SS EXTRA PROTECCION API,2026-06-05,USD,USD,65.5172,72.0,mar12,72.0,96.0,por_debajo,6.4827999999999975,-9.003888888888884,6.4827999999999975
S00525,881.0,[0881] CLASICO API SL SAE 20W-,2026-06-09,USD,USD,85.5428,63.0,mar12,63.0,79.0,por_encima,22.5428,35.782222222222224,6.5428
S00540,774.0,[0774] LIGA PARA FRENOS DOT-4 ,2026-06-10,VES,VES,63.9245,59.0,feb23,47.0,59.0,por_encima,4.924500000000002,8.346610169491528,4.924500000000002
S00540,884.0,[0884] TRANSMATIC ATF DEXRON I,2026-06-10,VES,VES,93.9244,83.0,feb23,67.0,83.0,por_encima,10.924400000000006,13.16192771084338,10.924400000000006
S00538,884.0,[0884] TRANSMATIC ATF DEXRON I,2026-06-10,MIXTO,USD(mixto->Binance),93.9244,67.0,mar12,67.0,83.0,por_encima,26.924400000000006,40.18567164179105,10.924400000000006
S00538,163.0,[0163] CARIBE FUERA DE BORDA T,2026-06-10,MIXTO,USD(mixto->Binance),48.2655,33.0,mar12,33.0,41.0,por_encima,15.265500000000003,46.259090909090915,7.265500000000003
S00538,885.0,[0885] TRANSMATIC ATF MERCON V,2026-06-10,MIXTO,USD(mixto->Binance),155.2325,105.0,mar12,105.0,131.0,por_encima,50.23249999999999,47.84047619047618,24.232499999999987
S00570,561.0,[0561] MEJORADOR DE OCTANAJE G,2026-06-16,MIXTO,USD(mixto->Binance),33.6207,51.72,jun15USD,51.72,43.0,por_debajo,18.0993,-34.99477958236659,9.3793
S00585,883.0,[0883] GRASA GLOBAL AZUL AZ 95,2026-06-19,USD,USD,107.0023,115.38,jun15USD,115.38,95.0,por_debajo,8.37769999999999,-7.2609637718842,8.37769999999999
S00585,1035.0,[1035] SINOCO HIDRAULICO ISO 6,2026-06-19,USD,USD,79.9503,86.21,jun15USD,86.21,,por_debajo,6.259699999999995,-7.260990604338239,6.259699999999995
S00555,606.0,[0606] SINOCO SAE 20W-50 (Tamb,2026-06-19,USD,USD,846.2156,912.47,jun15USD,912.47,,por_debajo,66.25440000000003,-7.260994882023522,66.25440000000003
