so,code,prod,fch,monpago,lista,pu,esperado,src,usd_pay,ves_pay,flag
S00229,144.0,[0144] HIDRAGLOB AW/ISO 68 (PA,2026-04-16,USD,USD,58.28,73.0,mar12,73.0,91.0,por_debajo
S00229,73.0,[0073] SUPREMO API CI-4 SAE 15,2026-04-16,USD,USD,79.36,91.0,mar12,91.0,114.0,por_debajo
S00229,877.0,[0877] SS EXTRA PROTECCION API,2026-04-16,USD,USD,61.93,72.0,mar12,72.0,96.0,por_debajo
S00229,7.0,[0007] ELITE API SN SAE 5W-20 ,2026-04-16,USD,USD,45.21,46.0,mar12,46.0,58.0,por_debajo
S00230,878.0,[0878] SS EXTRA PROTECCION API,2026-04-16,VES,VES,100.0,90.0,feb23,72.0,90.0,por_encima
S00230,602.0,[0602] SINOCO SAE 50 (PAILA),2026-04-16,VES,VES,93.0,,,,,producto_sin_lista
S00230,880.0,[0880] CLASICO API SL SAE 15W-,2026-04-16,VES,VES,85.0,78.0,feb23,62.0,78.0,por_encima
S00230,877.0,[0877] SS EXTRA PROTECCION API,2026-04-16,VES,VES,100.0,96.0,feb23,72.0,96.0,por_encima
S00231,606.0,[0606] SINOCO SAE 20W-50 (Tamb,2026-04-16,USD,USD,912.0,,,,,producto_sin_lista
S00232,882.0,[0882] GRASA MULTIPLE EP 200 (,2026-04-16,nan,INDETERMINADA,244.0,,,161.0,201.0,lista_indeterminada
S00233,121.0,[0121] TRANSGLOB API GL-5 SAE ,2026-04-16,VES,VES,52.0,45.0,feb23,36.0,45.0,por_encima
S00233,887.0,[0887] MOTOCLASICO 4T SAE 20W-,2026-04-16,VES,VES,90.0,82.0,feb23,66.0,82.0,por_encima
S00234,779.0,[0779] SINOCO SAE 20W-50 (1x12,2026-04-16,USD,USD,70.69,,,,,producto_sin_lista
S00236,25.0,[0025] SS EXTRA PROTECCION API,2026-04-17,Sin Pago,INDETERMINADA,49.9501,,,36.0,45.0,lista_indeterminada
S00236,881.0,[0881] CLASICO API SL SAE 20W-,2026-04-17,Sin Pago,INDETERMINADA,86.9131,,,63.0,79.0,lista_indeterminada
S00236,19.0,[0019] ELITE API SN SAE 5W-40 ,2026-04-17,Sin Pago,INDETERMINADA,72.9271,,,46.0,58.0,lista_indeterminada
S00236,880.0,[0880] CLASICO API SL SAE 15W-,2026-04-17,Sin Pago,INDETERMINADA,84.9151,,,62.0,78.0,lista_indeterminada
S00236,878.0,[0878] SS EXTRA PROTECCION API,2026-04-17,Sin Pago,INDETERMINADA,99.9001,,,72.0,90.0,lista_indeterminada
S00236,13.0,[0013] ELITE API SN SAE 5W-30 ,2026-04-17,Sin Pago,INDETERMINADA,72.9271,,,46.0,58.0,lista_indeterminada
S00236,877.0,[0877] SS EXTRA PROTECCION API,2026-04-17,Sin Pago,INDETERMINADA,99.9001,,,72.0,96.0,lista_indeterminada
S00236,7.0,[0007] ELITE API SN SAE 5W-20 ,2026-04-17,Sin Pago,INDETERMINADA,72.9271,,,46.0,58.0,lista_indeterminada
S00235,602.0,[0602] SINOCO SAE 50 (PAILA),2026-04-17,Sin Pago,INDETERMINADA,92.9071,,,,,lista_indeterminada
S00235,779.0,[0779] SINOCO SAE 20W-50 (1x12,2026-04-17,Sin Pago,INDETERMINADA,69.9301,,,,,lista_indeterminada
S00235,603.0,[0603] SINOCO SAE 50 (Tambor),2026-04-17,Sin Pago,INDETERMINADA,924.0761,,,,,lista_indeterminada
S00235,605.0,[0605] SINOCO SAE 20W-50 (PAIL,2026-04-17,Sin Pago,INDETERMINADA,96.9031,,,,,lista_indeterminada
S00237,73.0,[0073] SUPREMO API CI-4 SAE 15,2026-04-17,VES,VES,128.0,114.0,feb23,91.0,114.0,por_encima
S00238,877.0,[0877] SS EXTRA PROTECCION API,2026-04-17,USD,USD,100.0,72.0,mar12,72.0,96.0,por_encima
S00239,881.0,[0881] CLASICO API SL SAE 20W-,2026-04-17,USD,USD,56.03,63.0,mar12,63.0,79.0,por_debajo
S00240,25.0,[0025] SS EXTRA PROTECCION API,2026-04-20,USD,USD,50.0,36.0,mar12,36.0,45.0,por_encima
S00241,774.0,[0774] LIGA PARA FRENOS DOT-4 ,2026-04-20,USD,USD,64.66,47.0,mar12,47.0,59.0,por_encima
S00241,605.0,[0605] SINOCO SAE 20W-50 (PAIL,2026-04-20,USD,USD,97.42,,,,,producto_sin_lista
S00243,121.0,[0121] TRANSGLOB API GL-5 SAE ,2026-04-20,VES,VES,52.0,45.0,feb23,36.0,45.0,por_encima
S00243,605.0,[0605] SINOCO SAE 20W-50 (PAIL,2026-04-20,VES,VES,97.0,,,,,producto_sin_lista
S00243,761.0,[0761] LIGA PARA FRENOS DOT-3 ,2026-04-20,VES,VES,36.0,33.0,feb23,26.0,33.0,por_encima
S00243,779.0,[0779] SINOCO SAE 20W-50 (1x12,2026-04-20,VES,VES,70.0,,,,,producto_sin_lista
S00243,880.0,[0880] CLASICO API SL SAE 15W-,2026-04-20,VES,VES,85.0,78.0,feb23,62.0,78.0,por_encima
S00242,144.0,[0144] HIDRAGLOB AW/ISO 68 (PA,2026-04-20,VES,VES,94.0,91.0,feb23,73.0,91.0,por_encima
S00244,779.0,[0779] SINOCO SAE 20W-50 (1x12,2026-04-20,USD,USD,70.0,,,,,producto_sin_lista
S00244,605.0,[0605] SINOCO SAE 20W-50 (PAIL,2026-04-20,USD,USD,97.0,,,,,producto_sin_lista
S00244,602.0,[0602] SINOCO SAE 50 (PAILA),2026-04-20,USD,USD,93.0,,,,,producto_sin_lista
S00245,884.0,[0884] TRANSMATIC ATF DEXRON I,2026-04-21,USD,USD,96.0,67.0,mar12,67.0,83.0,por_encima
S00247,881.0,[0881] CLASICO API SL SAE 20W-,2026-04-21,Sin Pago,INDETERMINADA,87.0,,,63.0,79.0,lista_indeterminada
S00247,792.0,[0792] REFRIGERANTE GLOBAL ROJ,2026-04-21,Sin Pago,INDETERMINADA,31.03,,,24.0,29.0,lista_indeterminada
S00247,25.0,[0025] SS EXTRA PROTECCION API,2026-04-21,Sin Pago,INDETERMINADA,50.0,,,36.0,45.0,lista_indeterminada
S00247,877.0,[0877] SS EXTRA PROTECCION API,2026-04-21,Sin Pago,INDETERMINADA,100.0,,,72.0,96.0,lista_indeterminada
S00247,13.0,[0013] ELITE API SN SAE 5W-30 ,2026-04-21,Sin Pago,INDETERMINADA,73.0,,,46.0,58.0,lista_indeterminada
S00248,887.0,[0887] MOTOCLASICO 4T SAE 20W-,2026-04-21,USD,USD,90.0,66.0,mar12,66.0,82.0,por_encima
S00249,602.0,[0602] SINOCO SAE 50 (PAILA),2026-04-21,USD,USD,93.0,,,,,producto_sin_lista
S00249,877.0,[0877] SS EXTRA PROTECCION API,2026-04-21,USD,USD,100.0,72.0,mar12,72.0,96.0,por_encima
S00249,605.0,[0605] SINOCO SAE 20W-50 (PAIL,2026-04-21,USD,USD,97.0,,,,,producto_sin_lista
S00255,57.0,[0057] CLASICO API SL SAE 20W-,2026-04-22,nan,INDETERMINADA,126.0,,,90.0,112.0,lista_indeterminada
S00255,877.0,[0877] SS EXTRA PROTECCION API,2026-04-22,nan,INDETERMINADA,100.0,,,72.0,96.0,lista_indeterminada
S00250,887.0,[0887] MOTOCLASICO 4T SAE 20W-,2026-04-22,USD,USD,90.0,66.0,mar12,66.0,82.0,por_encima
S00260,779.0,[0779] SINOCO SAE 20W-50 (1x12,2026-04-22,VES,VES,70.0,,,,,producto_sin_lista
S00260,877.0,[0877] SS EXTRA PROTECCION API,2026-04-22,VES,VES,100.0,96.0,feb23,72.0,96.0,por_encima
S00259,762.0,[0762] LIGA PARA FRENOS DOT-3 ,2026-04-22,USD,USD,56.0,39.0,mar12,39.0,49.0,por_encima
S00259,779.0,[0779] SINOCO SAE 20W-50 (1x12,2026-04-22,USD,USD,70.0,,,,,producto_sin_lista
S00259,121.0,[0121] TRANSGLOB API GL-5 SAE ,2026-04-22,USD,USD,52.0,36.0,mar12,36.0,45.0,por_encima
S00259,761.0,[0761] LIGA PARA FRENOS DOT-3 ,2026-04-22,USD,USD,36.0,26.0,mar12,26.0,33.0,por_encima
S00258,561.0,[0561] MEJORADOR DE OCTANAJE G,2026-04-22,VES,VES,51.0,43.0,feb23,34.0,43.0,por_encima
S00258,887.0,[0887] MOTOCLASICO 4T SAE 20W-,2026-04-22,VES,VES,90.0,82.0,feb23,66.0,82.0,por_encima
S00257,877.0,[0877] SS EXTRA PROTECCION API,2026-04-22,USD,USD,100.0,72.0,mar12,72.0,96.0,por_encima
S00257,881.0,[0881] CLASICO API SL SAE 20W-,2026-04-22,USD,USD,87.0,63.0,mar12,63.0,79.0,por_encima
S00257,880.0,[0880] CLASICO API SL SAE 15W-,2026-04-22,USD,USD,85.0,62.0,mar12,62.0,78.0,por_encima
S00261,878.0,[0878] SS EXTRA PROTECCION API,2026-04-23,USD,USD,99.8801,72.0,mar12,72.0,90.0,por_encima
S00261,877.0,[0877] SS EXTRA PROTECCION API,2026-04-23,USD,USD,99.8801,72.0,mar12,72.0,96.0,por_encima
S00264,884.0,[0884] TRANSMATIC ATF DEXRON I,2026-04-23,MIXTO,USD(mixto->Binance),96.0,67.0,mar12,67.0,83.0,por_encima
S00263,878.0,[0878] SS EXTRA PROTECCION API,2026-04-23,USD,USD,100.0,72.0,mar12,72.0,90.0,por_encima
S00263,761.0,[0761] LIGA PARA FRENOS DOT-3 ,2026-04-23,USD,USD,36.21,26.0,mar12,26.0,33.0,por_encima
S00263,881.0,[0881] CLASICO API SL SAE 20W-,2026-04-23,USD,USD,86.21,63.0,mar12,63.0,79.0,por_encima
S00263,121.0,[0121] TRANSGLOB API GL-5 SAE ,2026-04-23,USD,USD,51.63,36.0,mar12,36.0,45.0,por_encima
S00263,877.0,[0877] SS EXTRA PROTECCION API,2026-04-23,USD,USD,100.0,72.0,mar12,72.0,96.0,por_encima
S00265,884.0,[0884] TRANSMATIC ATF DEXRON I,2026-04-23,USD,USD,96.0,67.0,mar12,67.0,83.0,por_encima
S00265,881.0,[0881] CLASICO API SL SAE 20W-,2026-04-23,USD,USD,87.0,63.0,mar12,63.0,79.0,por_encima
S00265,121.0,[0121] TRANSGLOB API GL-5 SAE ,2026-04-23,USD,USD,52.0,36.0,mar12,36.0,45.0,por_encima
S00274,792.0,[0792] REFRIGERANTE GLOBAL ROJ,2026-04-23,VES,VES,31.03,29.0,feb23,24.0,29.0,por_encima
S00274,877.0,[0877] SS EXTRA PROTECCION API,2026-04-23,VES,VES,100.0,96.0,feb23,72.0,96.0,por_encima
S00274,779.0,[0779] SINOCO SAE 20W-50 (1x12,2026-04-23,VES,VES,70.0,,,,,producto_sin_lista
S00279,884.0,[0884] TRANSMATIC ATF DEXRON I,2026-04-23,USD,USD,96.0,67.0,mar12,67.0,83.0,por_encima
S00281,127.0,[0127] TRANSGLOB API GL-5 SAE ,2026-04-23,nan,INDETERMINADA,53.0,,,36.0,45.0,lista_indeterminada
S00281,146.0,[0146] HIDRAGLOB AW/ISO 68 (Ta,2026-04-23,nan,INDETERMINADA,1103.0,,,799.0,998.0,lista_indeterminada
S00281,125.0,[0125] TRANSGLOB API GL-5 SAE ,2026-04-23,nan,INDETERMINADA,1319.0,,,956.0,1195.0,lista_indeterminada
S00281,882.0,[0882] GRASA MULTIPLE EP 200 (,2026-04-23,nan,INDETERMINADA,244.0,,,161.0,201.0,lista_indeterminada
S00280,561.0,[0561] MEJORADOR DE OCTANAJE G,2026-04-23,VES,VES,51.0,43.0,feb23,34.0,43.0,por_encima
S00282,887.0,[0887] MOTOCLASICO 4T SAE 20W-,2026-04-23,Sin Pago,INDETERMINADA,90.0,,,66.0,82.0,lista_indeterminada
S00282,761.0,[0761] LIGA PARA FRENOS DOT-3 ,2026-04-23,Sin Pago,INDETERMINADA,36.0,,,26.0,33.0,lista_indeterminada
S00283,93.0,[0093] ALTA CILINDRADA SS API ,2026-04-23,VES,VES,46.0,42.0,feb23,34.0,42.0,por_encima
S00283,877.0,[0877] SS EXTRA PROTECCION API,2026-04-23,VES,VES,100.0,96.0,feb23,72.0,96.0,por_encima
S00283,761.0,[0761] LIGA PARA FRENOS DOT-3 ,2026-04-23,VES,VES,36.0,33.0,feb23,26.0,33.0,por_encima
S00246,85.0,[0085] MAXIMO API CF SAE 50 (T,2026-04-24,USD,USD,1136.0,824.0,mar12,824.0,1030.0,por_encima
S00246,144.0,[0144] HIDRAGLOB AW/ISO 68 (PA,2026-04-24,USD,USD,94.0,73.0,mar12,73.0,91.0,por_encima
S00246,794.0,[0794] REFRIGERANTE GLOBAL ROJ,2026-04-24,USD,USD,580.0,426.0,mar12,426.0,532.0,por_encima
S00284,561.0,[0561] MEJORADOR DE OCTANAJE G,2026-04-24,VES,VES,51.0,43.0,feb23,34.0,43.0,por_encima
S00287,603.0,[0603] SINOCO SAE 50 (Tambor),2026-04-24,USD,USD,925.0,,,,,producto_sin_lista
S00286,605.0,[0605] SINOCO SAE 20W-50 (PAIL,2026-04-24,USD,USD,97.0,,,,,producto_sin_lista
S00286,121.0,[0121] TRANSGLOB API GL-5 SAE ,2026-04-24,USD,USD,52.0,36.0,mar12,36.0,45.0,por_encima
S00285,761.0,[0761] LIGA PARA FRENOS DOT-3 ,2026-04-24,USD,USD,36.0,26.0,mar12,26.0,33.0,por_encima
S00285,774.0,[0774] LIGA PARA FRENOS DOT-4 ,2026-04-24,USD,USD,64.0,47.0,mar12,47.0,59.0,por_encima
S00289,83.0,[0083] MAXIMO API CF SAE 50 (P,2026-04-24,USD,USD,113.0,81.0,mar12,81.0,102.0,por_encima
S00292,762.0,[0762] LIGA PARA FRENOS DOT-3 ,2026-04-24,USD,USD,56.0,39.0,mar12,39.0,49.0,por_encima
S00293,605.0,[0605] SINOCO SAE 20W-50 (PAIL,2026-04-27,USD,USD,97.0,,,,,producto_sin_lista
S00293,779.0,[0779] SINOCO SAE 20W-50 (1x12,2026-04-27,USD,USD,70.0,,,,,producto_sin_lista
S00295,761.0,[0761] LIGA PARA FRENOS DOT-3 ,2026-04-27,USD,USD,36.0,26.0,mar12,26.0,33.0,por_encima
S00295,774.0,[0774] LIGA PARA FRENOS DOT-4 ,2026-04-27,USD,USD,64.0,47.0,mar12,47.0,59.0,por_encima
S00294,107.0,[0107] TRANSMATIC ATF DEXRON I,2026-04-27,VES,VES,125.7736,114.0,feb23,91.0,114.0,por_encima
S00294,85.0,[0085] MAXIMO API CF SAE 50 (T,2026-04-27,VES,VES,1133.959,1030.0,feb23,824.0,1030.0,por_encima
S00294,146.0,[0146] HIDRAGLOB AW/ISO 68 (Ta,2026-04-27,VES,VES,1101.0183,998.0,feb23,799.0,998.0,por_encima
S00294,129.0,[0129] TRANSGLOB API GL-5 SAE ,2026-04-27,VES,VES,123.7772,113.0,feb23,90.0,113.0,por_encima
S00294,123.0,[0123] TRANSGLOB API GL-5 SAE ,2026-04-27,VES,VES,123.7772,112.0,feb23,89.0,112.0,por_encima
S00296,144.0,[0144] HIDRAGLOB AW/ISO 68 (PA,2026-04-27,Sin Pago,INDETERMINADA,94.0,,,73.0,91.0,lista_indeterminada
S00297,144.0,[0144] HIDRAGLOB AW/ISO 68 (PA,2026-04-27,nan,INDETERMINADA,94.0,,,73.0,91.0,lista_indeterminada
S00297,73.0,[0073] SUPREMO API CI-4 SAE 15,2026-04-27,nan,INDETERMINADA,128.0,,,91.0,114.0,lista_indeterminada
S00297,83.0,[0083] MAXIMO API CF SAE 50 (P,2026-04-27,nan,INDETERMINADA,113.0,,,81.0,102.0,lista_indeterminada
S00298,121.0,[0121] TRANSGLOB API GL-5 SAE ,2026-04-27,USD,USD,51.72,36.0,mar12,36.0,45.0,por_encima
S00298,127.0,[0127] TRANSGLOB API GL-5 SAE ,2026-04-27,USD,USD,53.05,36.0,mar12,36.0,45.0,por_encima
S00298,779.0,[0779] SINOCO SAE 20W-50 (1x12,2026-04-27,USD,USD,70.29,,,,,producto_sin_lista
S00300,779.0,[0779] SINOCO SAE 20W-50 (1x12,2026-04-27,VES,VES,70.69,,,,,producto_sin_lista
S00300,915.0,[0915] SINOCO SAE 50 (1x12),2026-04-27,VES,VES,70.69,,,,,producto_sin_lista
S00301,789.0,[0789] REFRIGERANTE GLOBAL VER,2026-04-28,USD,USD,34.48,24.0,mar12,24.0,29.0,por_encima
S00301,792.0,[0792] REFRIGERANTE GLOBAL ROJ,2026-04-28,USD,USD,34.48,24.0,mar12,24.0,29.0,por_encima
S00262,146.0,[0146] HIDRAGLOB AW/ISO 68 (Ta,2026-04-28,VES,VES,1101.678,998.0,feb23,799.0,998.0,por_encima
S00262,85.0,[0085] MAXIMO API CF SAE 50 (T,2026-04-28,VES,VES,1136.0,1030.0,feb23,824.0,1030.0,por_encima
S00302,887.0,[0887] MOTOCLASICO 4T SAE 20W-,2026-04-29,USD,USD,90.0,66.0,mar12,66.0,82.0,por_encima
S00303,602.0,[0602] SINOCO SAE 50 (PAILA),2026-04-29,USD,USD,92.8144,,,,,producto_sin_lista
S00303,779.0,[0779] SINOCO SAE 20W-50 (1x12,2026-04-29,USD,USD,69.8603,,,,,producto_sin_lista
S00304,121.0,[0121] TRANSGLOB API GL-5 SAE ,2026-04-29,Sin Pago,INDETERMINADA,52.0,,,36.0,45.0,lista_indeterminada
S00304,795.0,[0795] REFRIGERANTE GLOBAL ORA,2026-04-29,Sin Pago,INDETERMINADA,52.0,,,34.0,43.0,lista_indeterminada
S00304,877.0,[0877] SS EXTRA PROTECCION API,2026-04-29,Sin Pago,INDETERMINADA,100.0,,,72.0,96.0,lista_indeterminada
S00304,938.0,[0938] CLASICO API SL SAE 20W-,2026-04-29,Sin Pago,INDETERMINADA,93.0,,,62.0,77.0,lista_indeterminada
S00304,762.0,[0762] LIGA PARA FRENOS DOT-3 ,2026-04-29,Sin Pago,INDETERMINADA,56.0,,,39.0,49.0,lista_indeterminada
S00304,937.0,[0937] SS EXTRA PROTECCION API,2026-04-29,Sin Pago,INDETERMINADA,105.0,,,69.0,87.0,lista_indeterminada
S00304,775.0,[0775] LIGA PARA FRENOS DOT-4 ,2026-04-29,Sin Pago,INDETERMINADA,42.0,,,31.0,38.0,lista_indeterminada
S00304,885.0,[0885] TRANSMATIC ATF MERCON V,2026-04-29,Sin Pago,INDETERMINADA,158.0,,,105.0,131.0,lista_indeterminada
S00304,774.0,[0774] LIGA PARA FRENOS DOT-4 ,2026-04-29,Sin Pago,INDETERMINADA,64.0,,,47.0,59.0,lista_indeterminada
S00304,789.0,[0789] REFRIGERANTE GLOBAL VER,2026-04-29,Sin Pago,INDETERMINADA,34.0,,,24.0,29.0,lista_indeterminada
S00304,792.0,[0792] REFRIGERANTE GLOBAL ROJ,2026-04-29,Sin Pago,INDETERMINADA,31.03,,,24.0,29.0,lista_indeterminada
S00304,886.0,[0886] TRANSMATIC DEXRON VI (1,2026-04-29,Sin Pago,INDETERMINADA,158.0,,,105.0,131.0,lista_indeterminada
S00304,93.0,[0093] ALTA CILINDRADA SS API ,2026-04-29,Sin Pago,INDETERMINADA,46.0,,,34.0,42.0,lista_indeterminada
S00304,127.0,[0127] TRANSGLOB API GL-5 SAE ,2026-04-29,Sin Pago,INDETERMINADA,53.0,,,36.0,45.0,lista_indeterminada
S00305,877.0,[0877] SS EXTRA PROTECCION API,2026-04-29,VES,VES,100.0,96.0,feb23,72.0,96.0,por_encima
S00306,915.0,[0915] SINOCO SAE 50 (1x12),2026-04-29,VES,VES,69.0,,,,,producto_sin_lista
S00307,878.0,[0878] SS EXTRA PROTECCION API,2026-04-29,nan,INDETERMINADA,100.0,,,72.0,90.0,lista_indeterminada
S00308,880.0,[0880] CLASICO API SL SAE 15W-,2026-04-30,Sin Pago,INDETERMINADA,84.8388,,,62.0,78.0,lista_indeterminada
S00309,877.0,[0877] SS EXTRA PROTECCION API,2026-04-30,VES,VES,100.0,96.0,feb23,72.0,96.0,por_encima
S00309,779.0,[0779] SINOCO SAE 20W-50 (1x12,2026-04-30,VES,VES,70.0,,,,,producto_sin_lista
S00310,881.0,[0881] CLASICO API SL SAE 20W-,2026-04-30,USD,USD,87.0,63.0,mar12,63.0,79.0,por_encima
S00311,887.0,[0887] MOTOCLASICO 4T SAE 20W-,2026-04-30,USD,USD,90.0,66.0,mar12,66.0,82.0,por_encima
S00313,881.0,[0881] CLASICO API SL SAE 20W-,2026-04-30,MIXTO,USD(mixto->Binance),87.0,63.0,mar12,63.0,79.0,por_encima
S00314,602.0,[0602] SINOCO SAE 50 (PAILA),2026-05-04,USD,USD,92.5373,,,,,producto_sin_lista
S00314,774.0,[0774] LIGA PARA FRENOS DOT-4 ,2026-05-04,USD,USD,63.6816,47.0,mar12,47.0,59.0,por_encima
S00315,779.0,[0779] SINOCO SAE 20W-50 (1x12,2026-05-04,Sin Pago,INDETERMINADA,69.6518,,,,,lista_indeterminada
S00316,761.0,[0761] LIGA PARA FRENOS DOT-3 ,2026-05-04,VES,VES,36.0,33.0,feb23,26.0,33.0,por_encima
S00317,881.0,[0881] CLASICO API SL SAE 20W-,2026-05-04,USD,USD,87.0,63.0,mar12,63.0,79.0,por_encima
S00317,779.0,[0779] SINOCO SAE 20W-50 (1x12,2026-05-04,USD,USD,70.0,,,,,producto_sin_lista
S00317,561.0,[0561] MEJORADOR DE OCTANAJE G,2026-05-04,USD,USD,51.0,34.0,mar12,34.0,43.0,por_encima
S00317,878.0,[0878] SS EXTRA PROTECCION API,2026-05-04,USD,USD,100.0,72.0,mar12,72.0,90.0,por_encima
S00318,779.0,[0779] SINOCO SAE 20W-50 (1x12,2026-05-04,USD,USD,70.0,,,,,producto_sin_lista
S00319,877.0,[0877] SS EXTRA PROTECCION API,2026-05-04,Sin Pago,INDETERMINADA,100.0,,,72.0,96.0,lista_indeterminada
S00319,915.0,[0915] SINOCO SAE 50 (1x12),2026-05-04,Sin Pago,INDETERMINADA,69.0,,,,,lista_indeterminada
S00319,761.0,[0761] LIGA PARA FRENOS DOT-3 ,2026-05-04,Sin Pago,INDETERMINADA,36.0,,,26.0,33.0,lista_indeterminada
S00319,878.0,[0878] SS EXTRA PROTECCION API,2026-05-04,Sin Pago,INDETERMINADA,100.0,,,72.0,90.0,lista_indeterminada
S00319,762.0,[0762] LIGA PARA FRENOS DOT-3 ,2026-05-04,Sin Pago,INDETERMINADA,56.0,,,39.0,49.0,lista_indeterminada
S00319,779.0,[0779] SINOCO SAE 20W-50 (1x12,2026-05-04,Sin Pago,INDETERMINADA,70.0,,,,,lista_indeterminada
S00320,881.0,[0881] CLASICO API SL SAE 20W-,2026-05-04,Sin Pago,INDETERMINADA,87.0,,,63.0,79.0,lista_indeterminada
S00320,880.0,[0880] CLASICO API SL SAE 15W-,2026-05-04,Sin Pago,INDETERMINADA,85.0,,,62.0,78.0,lista_indeterminada
S00320,878.0,[0878] SS EXTRA PROTECCION API,2026-05-04,Sin Pago,INDETERMINADA,100.0,,,72.0,90.0,lista_indeterminada
S00320,877.0,[0877] SS EXTRA PROTECCION API,2026-05-04,Sin Pago,INDETERMINADA,100.0,,,72.0,96.0,lista_indeterminada
S00320,915.0,[0915] SINOCO SAE 50 (1x12),2026-05-04,Sin Pago,INDETERMINADA,69.0,,,,,lista_indeterminada
S00320,779.0,[0779] SINOCO SAE 20W-50 (1x12,2026-05-04,Sin Pago,INDETERMINADA,70.0,,,,,lista_indeterminada
S00321,107.0,[0107] TRANSMATIC ATF DEXRON I,2026-05-04,Sin Pago,INDETERMINADA,126.0,,,91.0,114.0,lista_indeterminada
S00322,880.0,[0880] CLASICO API SL SAE 15W-,2026-05-04,VES,VES,85.0,78.0,feb23,62.0,78.0,por_encima
S00323,602.0,[0602] SINOCO SAE 50 (PAILA),2026-05-05,USD,USD,92.9071,,,,,producto_sin_lista
S00324,795.0,[0795] REFRIGERANTE GLOBAL ORA,2026-05-05,USD,USD,51.9481,34.0,mar12,34.0,43.0,por_encima
S00326,774.0,[0774] LIGA PARA FRENOS DOT-4 ,2026-05-05,USD,USD,64.0,47.0,mar12,47.0,59.0,por_encima
S00325,915.0,[0915] SINOCO SAE 50 (1x12),2026-05-05,USD,USD,68.9311,,,,,producto_sin_lista
S00327,25.0,[0025] SS EXTRA PROTECCION API,2026-05-05,USD,USD,50.0,36.0,mar12,36.0,45.0,por_encima
S00327,884.0,[0884] TRANSMATIC ATF DEXRON I,2026-05-05,USD,USD,96.0,67.0,mar12,67.0,83.0,por_encima
S00327,779.0,[0779] SINOCO SAE 20W-50 (1x12,2026-05-05,USD,USD,70.0,,,,,producto_sin_lista
S00327,881.0,[0881] CLASICO API SL SAE 20W-,2026-05-05,USD,USD,87.0,63.0,mar12,63.0,79.0,por_encima
S00327,1041.0,[1041] SINOCO API CF/SF SAE 15,2026-05-05,USD,USD,106.0,,,,,producto_sin_lista
S00327,792.0,[0792] REFRIGERANTE GLOBAL ROJ,2026-05-05,USD,USD,31.03,24.0,mar12,24.0,29.0,por_encima
S00327,789.0,[0789] REFRIGERANTE GLOBAL VER,2026-05-05,USD,USD,34.0,24.0,mar12,24.0,29.0,por_encima
S00332,121.0,[0121] TRANSGLOB API GL-5 SAE ,2026-05-06,USD,USD,52.0,36.0,mar12,36.0,45.0,por_encima
S00332,877.0,[0877] SS EXTRA PROTECCION API,2026-05-06,USD,USD,100.0,72.0,mar12,72.0,96.0,por_encima
S00331,762.0,[0762] LIGA PARA FRENOS DOT-3 ,2026-05-06,USD,USD,56.0,39.0,mar12,39.0,49.0,por_encima
S00331,761.0,[0761] LIGA PARA FRENOS DOT-3 ,2026-05-06,USD,USD,36.0,26.0,mar12,26.0,33.0,por_encima
S00330,762.0,[0762] LIGA PARA FRENOS DOT-3 ,2026-05-06,VES,VES,56.0,49.0,feb23,39.0,49.0,por_encima
S00330,602.0,[0602] SINOCO SAE 50 (PAILA),2026-05-06,VES,VES,93.0,,,,,producto_sin_lista
S00329,73.0,[0073] SUPREMO API CI-4 SAE 15,2026-05-06,nan,INDETERMINADA,128.0,,,91.0,114.0,lista_indeterminada
S00334,877.0,[0877] SS EXTRA PROTECCION API,2026-05-06,USD,USD,100.0,72.0,mar12,72.0,96.0,por_encima
S00334,886.0,[0886] TRANSMATIC DEXRON VI (1,2026-05-06,USD,USD,158.0,105.0,mar12,105.0,131.0,por_encima
S00335,887.0,[0887] MOTOCLASICO 4T SAE 20W-,2026-05-07,USD,USD,90.0,66.0,mar12,66.0,82.0,por_encima
S00335,877.0,[0877] SS EXTRA PROTECCION API,2026-05-07,USD,USD,100.0,72.0,mar12,72.0,96.0,por_encima
S00335,884.0,[0884] TRANSMATIC ATF DEXRON I,2026-05-07,USD,USD,96.0,67.0,mar12,67.0,83.0,por_encima
S00336,877.0,[0877] SS EXTRA PROTECCION API,2026-05-07,USD,USD,100.0,72.0,mar12,72.0,96.0,por_encima
S00336,1.0,[0001] ELITE API SP SAE 0W-20 ,2026-05-07,USD,USD,0.0,49.0,mar12,49.0,61.0,por_debajo
S00336,915.0,[0915] SINOCO SAE 50 (1x12),2026-05-07,USD,USD,69.0,,,,,producto_sin_lista
S00337,93.0,[0093] ALTA CILINDRADA SS API ,2026-05-07,Sin Pago,INDETERMINADA,75.0,,,34.0,42.0,lista_indeterminada
S00339,602.0,[0602] SINOCO SAE 50 (PAILA),2026-05-07,USD,USD,93.0,,,,,producto_sin_lista
S00339,605.0,[0605] SINOCO SAE 20W-50 (PAIL,2026-05-07,USD,USD,97.0,,,,,producto_sin_lista
S00338,887.0,[0887] MOTOCLASICO 4T SAE 20W-,2026-05-07,USD,USD,90.0,66.0,mar12,66.0,82.0,por_encima
S00340,605.0,[0605] SINOCO SAE 20W-50 (PAIL,2026-05-07,VES,VES,97.0,,,,,producto_sin_lista
S00341,877.0,[0877] SS EXTRA PROTECCION API,2026-05-07,USD,USD,100.0,72.0,mar12,72.0,96.0,por_encima
