so,code,prod,fch,monpago,lista,pu,esperado,src,usd_pay,ves_pay,flag
S00086,121.0,[0121] TRANSGLOB API GL-5 SAE ,2026-03-12,VES,VES,34.086,45.0,feb23,36.0,45.0,por_debajo
S00084,880.0,[0880] CLASICO API SL SAE 15W-,2026-03-12,VES,VES,58.0827,78.0,feb23,62.0,78.0,por_debajo
S00091,886.0,[0886] TRANSMATIC DEXRON VI (1,2026-03-13,nan,INDETERMINADA,98.6134,,,105.0,131.0,lista_indeterminada
S00091,761.0,[0761] LIGA PARA FRENOS DOT-3 ,2026-03-13,nan,INDETERMINADA,24.8422,,,26.0,33.0,lista_indeterminada
S00091,792.0,[0792] REFRIGERANTE GLOBAL ROJ,2026-03-13,nan,INDETERMINADA,21.8292,,,24.0,29.0,lista_indeterminada
S00091,19.0,[0019] ELITE API SN SAE 5W-40 ,2026-03-13,nan,INDETERMINADA,42.9202,,,46.0,58.0,lista_indeterminada
S00091,13.0,[0013] ELITE API SN SAE 5W-30 ,2026-03-13,nan,INDETERMINADA,42.9202,,,46.0,58.0,lista_indeterminada
S00091,880.0,[0880] CLASICO API SL SAE 15W-,2026-03-13,nan,INDETERMINADA,57.7191,,,62.0,78.0,lista_indeterminada
S00091,878.0,[0878] SS EXTRA PROTECCION API,2026-03-13,nan,INDETERMINADA,66.6035,,,72.0,90.0,lista_indeterminada
S00091,877.0,[0877] SS EXTRA PROTECCION API,2026-03-13,nan,INDETERMINADA,71.0415,,,72.0,96.0,lista_indeterminada
S00091,121.0,[0121] TRANSGLOB API GL-5 SAE ,2026-03-13,nan,INDETERMINADA,33.8726,,,36.0,45.0,lista_indeterminada
S00091,885.0,[0885] TRANSMATIC ATF MERCON V,2026-03-13,nan,INDETERMINADA,98.6134,,,105.0,131.0,lista_indeterminada
S00091,25.0,[0025] SS EXTRA PROTECCION API,2026-03-13,nan,INDETERMINADA,33.2975,,,36.0,45.0,lista_indeterminada
S00091,762.0,[0762] LIGA PARA FRENOS DOT-3 ,2026-03-13,nan,INDETERMINADA,36.8856,,,39.0,49.0,lista_indeterminada
S00090,880.0,[0880] CLASICO API SL SAE 15W-,2026-03-13,USD,USD,67.25,62.0,mar12,62.0,78.0,por_encima
S00090,877.0,[0877] SS EXTRA PROTECCION API,2026-03-13,USD,USD,90.48,72.0,mar12,72.0,96.0,por_encima
S00090,121.0,[0121] TRANSGLOB API GL-5 SAE ,2026-03-13,USD,USD,38.8,36.0,mar12,36.0,45.0,por_encima
S00089,887.0,[0887] MOTOCLASICO 4T SAE 20W-,2026-03-13,USD,USD,70.69,66.0,mar12,66.0,82.0,por_encima
S00089,761.0,[0761] LIGA PARA FRENOS DOT-3 ,2026-03-13,USD,USD,28.45,26.0,mar12,26.0,33.0,por_encima
S00088,970.0,[0970] GRASA GLOBAL AT 250 AR-,2026-03-13,VES,VES,170.6186,224.0,feb23,179.0,224.0,por_debajo
S00088,83.0,[0083] MAXIMO API CF SAE 50 (P,2026-03-13,VES,VES,76.3719,102.0,feb23,81.0,102.0,por_debajo
S00092,775.0,[0775] LIGA PARA FRENOS DOT-4 ,2026-03-13,USD,USD,32.76,31.0,mar12,31.0,38.0,por_encima
S00092,774.0,[0774] LIGA PARA FRENOS DOT-4 ,2026-03-13,USD,USD,50.87,47.0,mar12,47.0,59.0,por_encima
S00093,887.0,[0887] MOTOCLASICO 4T SAE 20W-,2026-03-13,USD,USD,70.69,66.0,mar12,66.0,82.0,por_encima
S00094,779.0,[0779] SINOCO SAE 20W-50 (1x12,2026-03-13,VES,VES,59.72,,,,,producto_sin_lista
S00094,915.0,[0915] SINOCO SAE 50 (1x12),2026-03-13,VES,VES,61.04,,,,,producto_sin_lista
S00094,93.0,[0093] ALTA CILINDRADA SS API ,2026-03-13,VES,VES,43.97,42.0,feb23,34.0,42.0,por_encima
S00011,87.0,[0087] ENDUROGLOB 2T AIRE (1x6,2026-03-13,VES,VES,30.4643,41.0,feb23,33.0,41.0,por_debajo
S00011,761.0,[0761] LIGA PARA FRENOS DOT-3 ,2026-03-13,VES,VES,24.524,33.0,feb23,26.0,33.0,por_debajo
S00010,970.0,[0970] GRASA GLOBAL AT 250 AR-,2026-03-16,USD,USD,195.37,179.0,mar12,179.0,224.0,por_encima
S00010,146.0,[0146] HIDRAGLOB AW/ISO 68 (Ta,2026-03-16,USD,USD,776.18,799.0,mar12,799.0,998.0,por_debajo
S00010,125.0,[0125] TRANSGLOB API GL-5 SAE ,2026-03-16,USD,USD,924.21,956.0,mar12,956.0,1195.0,por_debajo
S00010,75.0,[0075] SUPREMO API CI-4 SAE 15,2026-03-16,USD,USD,891.44,933.0,mar12,933.0,1167.0,por_debajo
S00010,797.0,[0797] REFRIGERANTE GLOBAL ORA,2026-03-16,USD,USD,607.11,629.0,mar12,629.0,786.0,por_debajo
S00010,131.0,[0131] TRANSGLOB API GL-5 SAE ,2026-03-16,USD,USD,924.21,950.0,mar12,950.0,1188.0,por_debajo
S00010,603.0,[0603] SINOCO SAE 50 (Tambor),2026-03-16,USD,USD,676.65,,,,,producto_sin_lista
S00098,121.0,[0121] TRANSGLOB API GL-5 SAE ,2026-03-16,Sin Pago,INDETERMINADA,33.8726,,,36.0,45.0,lista_indeterminada
S00098,762.0,[0762] LIGA PARA FRENOS DOT-3 ,2026-03-16,Sin Pago,INDETERMINADA,36.8856,,,39.0,49.0,lista_indeterminada
S00098,886.0,[0886] TRANSMATIC DEXRON VI (1,2026-03-16,Sin Pago,INDETERMINADA,0.0,,,105.0,131.0,lista_indeterminada
S00098,761.0,[0761] LIGA PARA FRENOS DOT-3 ,2026-03-16,Sin Pago,INDETERMINADA,24.8422,,,26.0,33.0,lista_indeterminada
S00098,792.0,[0792] REFRIGERANTE GLOBAL ROJ,2026-03-16,Sin Pago,INDETERMINADA,21.8292,,,24.0,29.0,lista_indeterminada
S00098,19.0,[0019] ELITE API SN SAE 5W-40 ,2026-03-16,Sin Pago,INDETERMINADA,42.9202,,,46.0,58.0,lista_indeterminada
S00098,13.0,[0013] ELITE API SN SAE 5W-30 ,2026-03-16,Sin Pago,INDETERMINADA,42.9202,,,46.0,58.0,lista_indeterminada
S00098,881.0,[0881] CLASICO API SL SAE 20W-,2026-03-16,Sin Pago,INDETERMINADA,70.6393,,,63.0,79.0,lista_indeterminada
S00098,878.0,[0878] SS EXTRA PROTECCION API,2026-03-16,Sin Pago,INDETERMINADA,66.6035,,,72.0,90.0,lista_indeterminada
S00098,877.0,[0877] SS EXTRA PROTECCION API,2026-03-16,Sin Pago,INDETERMINADA,71.0415,,,72.0,96.0,lista_indeterminada
S00098,25.0,[0025] SS EXTRA PROTECCION API,2026-03-16,Sin Pago,INDETERMINADA,33.2975,,,36.0,45.0,lista_indeterminada
S00098,885.0,[0885] TRANSMATIC ATF MERCON V,2026-03-16,Sin Pago,INDETERMINADA,98.6134,,,105.0,131.0,lista_indeterminada
S00098,886.0,[0886] TRANSMATIC DEXRON VI (1,2026-03-16,Sin Pago,INDETERMINADA,98.6134,,,105.0,131.0,lista_indeterminada
S00096,884.0,[0884] TRANSMATIC ATF DEXRON I,2026-03-16,VES,VES,72.79,83.0,feb23,67.0,83.0,por_debajo
S00096,7.0,[0007] ELITE API SN SAE 5W-20 ,2026-03-16,VES,VES,63.36,58.0,feb23,46.0,58.0,por_encima
S00096,878.0,[0878] SS EXTRA PROTECCION API,2026-03-16,VES,VES,77.59,90.0,feb23,72.0,90.0,por_debajo
S00096,877.0,[0877] SS EXTRA PROTECCION API,2026-03-16,VES,VES,93.1,96.0,feb23,72.0,96.0,por_debajo
S00096,881.0,[0881] CLASICO API SL SAE 20W-,2026-03-16,VES,VES,68.1,79.0,feb23,63.0,79.0,por_debajo
S00097,127.0,[0127] TRANSGLOB API GL-5 SAE ,2026-03-16,VES,VES,39.46,45.0,feb23,36.0,45.0,por_debajo
S00097,881.0,[0881] CLASICO API SL SAE 20W-,2026-03-16,VES,VES,68.1,79.0,feb23,63.0,79.0,por_debajo
S00097,878.0,[0878] SS EXTRA PROTECCION API,2026-03-16,VES,VES,77.59,90.0,feb23,72.0,90.0,por_debajo
S00097,877.0,[0877] SS EXTRA PROTECCION API,2026-03-16,VES,VES,93.1,96.0,feb23,72.0,96.0,por_debajo
S00097,880.0,[0880] CLASICO API SL SAE 15W-,2026-03-16,VES,VES,67.24,78.0,feb23,62.0,78.0,por_debajo
S00097,884.0,[0884] TRANSMATIC ATF DEXRON I,2026-03-16,VES,VES,72.79,83.0,feb23,67.0,83.0,por_debajo
S00097,121.0,[0121] TRANSGLOB API GL-5 SAE ,2026-03-16,VES,VES,39.46,45.0,feb23,36.0,45.0,por_debajo
S00095,25.0,[0025] SS EXTRA PROTECCION API,2026-03-16,VES,VES,46.55,45.0,feb23,36.0,45.0,por_encima
S00095,13.0,[0013] ELITE API SN SAE 5W-30 ,2026-03-16,VES,VES,63.36,58.0,feb23,46.0,58.0,por_encima
S00095,121.0,[0121] TRANSGLOB API GL-5 SAE ,2026-03-16,VES,VES,39.46,45.0,feb23,36.0,45.0,por_debajo
S00095,880.0,[0880] CLASICO API SL SAE 15W-,2026-03-16,VES,VES,67.24,78.0,feb23,62.0,78.0,por_debajo
S00095,19.0,[0019] ELITE API SN SAE 5W-40 ,2026-03-16,VES,VES,63.36,58.0,feb23,46.0,58.0,por_encima
S00095,795.0,[0795] REFRIGERANTE GLOBAL ORA,2026-03-16,VES,VES,37.71,43.0,feb23,34.0,43.0,por_debajo
S00099,880.0,[0880] CLASICO API SL SAE 15W-,2026-03-16,VES,VES,80.17,78.0,feb23,62.0,78.0,por_encima
S00106,602.0,[0602] SINOCO SAE 50 (PAILA),2026-03-17,VES,VES,85.45,,,,,producto_sin_lista
S00107,881.0,[0881] CLASICO API SL SAE 20W-,2026-03-17,nan,INDETERMINADA,81.47,,,63.0,79.0,lista_indeterminada
S00107,7.0,[0007] ELITE API SN SAE 5W-20 ,2026-03-17,nan,INDETERMINADA,62.9196,,,46.0,58.0,lista_indeterminada
S00107,127.0,[0127] TRANSGLOB API GL-5 SAE ,2026-03-17,nan,INDETERMINADA,46.2264,,,36.0,45.0,lista_indeterminada
S00109,146.0,[0146] HIDRAGLOB AW/ISO 68 (Ta,2026-03-17,nan,INDETERMINADA,1082.33,,,799.0,998.0,lista_indeterminada
S00109,85.0,[0085] MAXIMO API CF SAE 50 (T,2026-03-17,nan,INDETERMINADA,1115.95,,,824.0,1030.0,lista_indeterminada
S00109,144.0,[0144] HIDRAGLOB AW/ISO 68 (PA,2026-03-17,nan,INDETERMINADA,94.4,,,73.0,91.0,lista_indeterminada
S00110,144.0,[0144] HIDRAGLOB AW/ISO 68 (PA,2026-03-17,nan,INDETERMINADA,94.4,,,73.0,91.0,lista_indeterminada
S00110,75.0,[0075] SUPREMO API CI-4 SAE 15,2026-03-17,nan,INDETERMINADA,1247.84,,,933.0,1167.0,lista_indeterminada
S00110,883.0,[0883] GRASA GLOBAL AZUL AZ 95,2026-03-17,nan,INDETERMINADA,107.33,,,76.0,95.0,lista_indeterminada
S00110,85.0,[0085] MAXIMO API CF SAE 50 (T,2026-03-17,nan,INDETERMINADA,1115.95,,,824.0,1030.0,lista_indeterminada
S00100,602.0,[0602] SINOCO SAE 50 (PAILA),2026-03-17,VES,VES,85.152,,,,,producto_sin_lista
S00101,884.0,[0884] TRANSMATIC ATF DEXRON I,2026-03-17,USD,USD,86.64,67.0,mar12,67.0,83.0,por_encima
S00101,779.0,[0779] SINOCO SAE 20W-50 (1x12,2026-03-17,USD,USD,72.07,,,,,producto_sin_lista
S00103,877.0,[0877] SS EXTRA PROTECCION API,2026-03-17,USD,USD,93.1,72.0,mar12,72.0,96.0,por_encima
S00103,880.0,[0880] CLASICO API SL SAE 15W-,2026-03-17,USD,USD,80.17,62.0,mar12,62.0,78.0,por_encima
S00103,881.0,[0881] CLASICO API SL SAE 20W-,2026-03-17,USD,USD,81.47,63.0,mar12,63.0,79.0,por_encima
S00103,884.0,[0884] TRANSMATIC ATF DEXRON I,2026-03-17,USD,USD,86.64,67.0,mar12,67.0,83.0,por_encima
S00103,779.0,[0779] SINOCO SAE 20W-50 (1x12,2026-03-17,USD,USD,62.07,,,,,producto_sin_lista
S00103,915.0,[0915] SINOCO SAE 50 (1x12),2026-03-17,USD,USD,62.07,,,,,producto_sin_lista
S00103,602.0,[0602] SINOCO SAE 50 (PAILA),2026-03-17,USD,USD,85.45,,,,,producto_sin_lista
S00104,887.0,[0887] MOTOCLASICO 4T SAE 20W-,2026-03-17,USD,USD,85.35,66.0,mar12,66.0,82.0,por_encima
S00105,779.0,[0779] SINOCO SAE 20W-50 (1x12,2026-03-17,VES,VES,62.07,,,,,producto_sin_lista
S00105,884.0,[0884] TRANSMATIC ATF DEXRON I,2026-03-17,VES,VES,86.64,83.0,feb23,67.0,83.0,por_encima
S00105,877.0,[0877] SS EXTRA PROTECCION API,2026-03-17,VES,VES,93.1,96.0,feb23,72.0,96.0,por_debajo
S00108,775.0,[0775] LIGA PARA FRENOS DOT-4 ,2026-03-17,USD,USD,55.6,31.0,mar12,31.0,38.0,por_encima
S00108,884.0,[0884] TRANSMATIC ATF DEXRON I,2026-03-17,USD,USD,86.64,67.0,mar12,67.0,83.0,por_encima
S00113,877.0,[0877] SS EXTRA PROTECCION API,2026-03-17,USD,USD,93.1,72.0,mar12,72.0,96.0,por_encima
S00115,83.0,[0083] MAXIMO API CF SAE 50 (P,2026-03-17,nan,INDETERMINADA,104.74,,,81.0,102.0,lista_indeterminada
S00116,127.0,[0127] TRANSGLOB API GL-5 SAE ,2026-03-18,USD,USD,36.0,36.0,mar12,36.0,45.0,ok
S00116,881.0,[0881] CLASICO API SL SAE 20W-,2026-03-18,USD,USD,49.35,63.0,mar12,63.0,79.0,por_debajo
S00114,887.0,[0887] MOTOCLASICO 4T SAE 20W-,2026-03-18,USD,USD,85.34,66.0,mar12,66.0,82.0,por_encima
S00117,779.0,[0779] SINOCO SAE 20W-50 (1x12,2026-03-18,USD,USD,61.6385,,,,,producto_sin_lista
S00117,605.0,[0605] SINOCO SAE 20W-50 (PAIL,2026-03-18,USD,USD,86.0377,,,,,producto_sin_lista
S00117,761.0,[0761] LIGA PARA FRENOS DOT-3 ,2026-03-18,USD,USD,30.8143,26.0,mar12,26.0,33.0,por_encima
S00118,93.0,[0093] ALTA CILINDRADA SS API ,2026-03-18,USD,USD,43.6643,34.0,mar12,34.0,42.0,por_encima
S00119,602.0,[0602] SINOCO SAE 50 (PAILA),2026-03-18,USD,USD,85.45,,,,,producto_sin_lista
S00119,121.0,[0121] TRANSGLOB API GL-5 SAE ,2026-03-18,USD,USD,39.46,36.0,mar12,36.0,45.0,por_encima
S00120,779.0,[0779] SINOCO SAE 20W-50 (1x12,2026-03-18,VES,VES,62.07,,,,,producto_sin_lista
S00120,779.0,[0779] SINOCO SAE 20W-50 (1x12,2026-03-18,VES,VES,62.07,,,,,producto_sin_lista
S00120,761.0,[0761] LIGA PARA FRENOS DOT-3 ,2026-03-18,VES,VES,31.03,33.0,feb23,26.0,33.0,por_debajo
S00121,121.0,[0121] TRANSGLOB API GL-5 SAE ,2026-03-19,VES,VES,39.46,45.0,feb23,36.0,45.0,por_debajo
S00121,880.0,[0880] CLASICO API SL SAE 15W-,2026-03-19,VES,VES,80.17,78.0,feb23,62.0,78.0,por_encima
S00121,877.0,[0877] SS EXTRA PROTECCION API,2026-03-19,VES,VES,93.1,96.0,feb23,72.0,96.0,por_debajo
S00121,779.0,[0779] SINOCO SAE 20W-50 (1x12,2026-03-19,VES,VES,62.07,,,,,producto_sin_lista
S00122,779.0,[0779] SINOCO SAE 20W-50 (1x12,2026-03-19,USD,USD,62.07,,,,,producto_sin_lista
S00123,761.0,[0761] LIGA PARA FRENOS DOT-3 ,2026-03-19,USD,USD,31.03,26.0,mar12,26.0,33.0,por_encima
S00123,774.0,[0774] LIGA PARA FRENOS DOT-4 ,2026-03-19,USD,USD,60.78,47.0,mar12,47.0,59.0,por_encima
S00124,886.0,[0886] TRANSMATIC DEXRON VI (1,2026-03-19,USD,USD,138.36,105.0,mar12,105.0,131.0,por_encima
S00124,877.0,[0877] SS EXTRA PROTECCION API,2026-03-19,USD,USD,93.1,72.0,mar12,72.0,96.0,por_encima
S00124,795.0,[0795] REFRIGERANTE GLOBAL ORA,2026-03-19,USD,USD,43.97,34.0,mar12,34.0,43.0,por_encima
S00124,13.0,[0013] ELITE API SN SAE 5W-30 ,2026-03-19,USD,USD,63.36,46.0,mar12,46.0,58.0,por_encima
S00124,880.0,[0880] CLASICO API SL SAE 15W-,2026-03-19,USD,USD,80.17,62.0,mar12,62.0,78.0,por_encima
S00124,881.0,[0881] CLASICO API SL SAE 20W-,2026-03-19,USD,USD,81.47,63.0,mar12,63.0,79.0,por_encima
S00124,25.0,[0025] SS EXTRA PROTECCION API,2026-03-19,USD,USD,46.55,36.0,mar12,36.0,45.0,por_encima
S00126,880.0,[0880] CLASICO API SL SAE 15W-,2026-03-19,USD,USD,80.17,62.0,mar12,62.0,78.0,por_encima
S00126,915.0,[0915] SINOCO SAE 50 (1x12),2026-03-19,USD,USD,62.07,,,,,producto_sin_lista
S00126,602.0,[0602] SINOCO SAE 50 (PAILA),2026-03-19,USD,USD,85.45,,,,,producto_sin_lista
S00126,877.0,[0877] SS EXTRA PROTECCION API,2026-03-19,USD,USD,93.1,72.0,mar12,72.0,96.0,por_encima
S00126,603.0,[0603] SINOCO SAE 50 (Tambor),2026-03-19,USD,USD,821.12,,,,,producto_sin_lista
S00126,881.0,[0881] CLASICO API SL SAE 20W-,2026-03-19,USD,USD,81.47,63.0,mar12,63.0,79.0,por_encima
S00127,603.0,[0603] SINOCO SAE 50 (Tambor),2026-03-19,USD,USD,821.12,,,,,producto_sin_lista
S00128,887.0,[0887] MOTOCLASICO 4T SAE 20W-,2026-03-19,MIXTO,USD(mixto->Binance),85.34,66.0,mar12,66.0,82.0,por_encima
S00125,887.0,[0887] MOTOCLASICO 4T SAE 20W-,2026-03-19,USD,USD,85.34,66.0,mar12,66.0,82.0,por_encima
S00125,888.0,[0888] ENDUROGLOB 2T AIRE (1x1,2026-03-19,USD,USD,86.64,66.0,mar12,66.0,82.0,por_encima
S00129,915.0,[0915] SINOCO SAE 50 (1x12),2026-03-20,USD,USD,62.07,,,,,producto_sin_lista
S00129,762.0,[0762] LIGA PARA FRENOS DOT-3 ,2026-03-20,USD,USD,50.43,39.0,mar12,39.0,49.0,por_encima
S00129,774.0,[0774] LIGA PARA FRENOS DOT-4 ,2026-03-20,USD,USD,60.78,47.0,mar12,47.0,59.0,por_encima
S00129,779.0,[0779] SINOCO SAE 20W-50 (1x12,2026-03-20,USD,USD,62.07,,,,,producto_sin_lista
S00129,761.0,[0761] LIGA PARA FRENOS DOT-3 ,2026-03-20,USD,USD,31.03,26.0,mar12,26.0,33.0,por_encima
S00129,602.0,[0602] SINOCO SAE 50 (PAILA),2026-03-20,USD,USD,85.45,,,,,producto_sin_lista
S00130,881.0,[0881] CLASICO API SL SAE 20W-,2026-03-20,USD,USD,81.47,63.0,mar12,63.0,79.0,por_encima
S00130,25.0,[0025] SS EXTRA PROTECCION API,2026-03-20,USD,USD,46.55,36.0,mar12,36.0,45.0,por_encima
S00130,878.0,[0878] SS EXTRA PROTECCION API,2026-03-20,USD,USD,93.1,72.0,mar12,72.0,90.0,por_encima
S00130,877.0,[0877] SS EXTRA PROTECCION API,2026-03-20,USD,USD,93.1,72.0,mar12,72.0,96.0,por_encima
S00130,880.0,[0880] CLASICO API SL SAE 15W-,2026-03-20,USD,USD,80.17,62.0,mar12,62.0,78.0,por_encima
S00130,884.0,[0884] TRANSMATIC ATF DEXRON I,2026-03-20,USD,USD,86.64,67.0,mar12,67.0,83.0,por_encima
S00130,779.0,[0779] SINOCO SAE 20W-50 (1x12,2026-03-20,USD,USD,62.07,,,,,producto_sin_lista
S00130,87.0,[0087] ENDUROGLOB 2T AIRE (1x6,2026-03-20,USD,USD,42.67,33.0,mar12,33.0,41.0,por_encima
S00130,887.0,[0887] MOTOCLASICO 4T SAE 20W-,2026-03-20,USD,USD,85.34,66.0,mar12,66.0,82.0,por_encima
S00132,779.0,[0779] SINOCO SAE 20W-50 (1x12,2026-03-20,USD,USD,62.07,,,,,producto_sin_lista
S00131,93.0,[0093] ALTA CILINDRADA SS API ,2026-03-20,USD,USD,43.97,34.0,mar12,34.0,42.0,por_encima
S00134,75.0,[0075] SUPREMO API CI-4 SAE 15,2026-03-21,nan,INDETERMINADA,1247.84,,,933.0,1167.0,lista_indeterminada
S00134,146.0,[0146] HIDRAGLOB AW/ISO 68 (Ta,2026-03-21,nan,INDETERMINADA,1082.33,,,799.0,998.0,lista_indeterminada
S00134,85.0,[0085] MAXIMO API CF SAE 50 (T,2026-03-21,nan,INDETERMINADA,1115.95,,,824.0,1030.0,lista_indeterminada
S00134,971.0,[0971] GRASA GLOBAL AT AR EP (,2026-03-21,nan,INDETERMINADA,2689.26,,,,,lista_indeterminada
S00134,91.0,[0091] ENDUROGLOB 2T AIRE (Tam,2026-03-21,nan,INDETERMINADA,1335.66,,,,,lista_indeterminada
S00135,75.0,[0075] SUPREMO API CI-4 SAE 15,2026-03-21,nan,INDETERMINADA,1247.84,,,933.0,1167.0,lista_indeterminada
S00135,146.0,[0146] HIDRAGLOB AW/ISO 68 (Ta,2026-03-21,nan,INDETERMINADA,1082.33,,,799.0,998.0,lista_indeterminada
S00135,85.0,[0085] MAXIMO API CF SAE 50 (T,2026-03-21,nan,INDETERMINADA,1115.95,,,824.0,1030.0,lista_indeterminada
S00136,880.0,[0880] CLASICO API SL SAE 15W-,2026-03-23,VES,VES,80.17,78.0,feb23,62.0,78.0,por_encima
S00138,915.0,[0915] SINOCO SAE 50 (1x12),2026-03-23,USD,USD,62.07,,,,,producto_sin_lista
S00138,779.0,[0779] SINOCO SAE 20W-50 (1x12,2026-03-23,USD,USD,62.07,,,,,producto_sin_lista
S00137,602.0,[0602] SINOCO SAE 50 (PAILA),2026-03-23,USD,USD,56.0,,,,,producto_sin_lista
S00139,83.0,[0083] MAXIMO API CF SAE 50 (P,2026-03-23,USD,USD,69.828,81.0,mar12,81.0,102.0,por_debajo
S00140,19.0,[0019] ELITE API SN SAE 5W-40 ,2026-03-23,VES,VES,46.25,58.0,feb23,46.0,58.0,por_debajo
S00145,602.0,[0602] SINOCO SAE 50 (PAILA),2026-03-24,VES,VES,86.64,,,,,producto_sin_lista
S00145,605.0,[0605] SINOCO SAE 20W-50 (PAIL,2026-03-24,VES,VES,86.64,,,,,producto_sin_lista
S00133,877.0,[0877] SS EXTRA PROTECCION API,2026-03-24,USD,USD,93.1,72.0,mar12,72.0,96.0,por_encima
S00133,915.0,[0915] SINOCO SAE 50 (1x12),2026-03-24,USD,USD,62.07,,,,,producto_sin_lista
S00133,878.0,[0878] SS EXTRA PROTECCION API,2026-03-24,USD,USD,93.1,72.0,mar12,72.0,90.0,por_encima
S00133,779.0,[0779] SINOCO SAE 20W-50 (1x12,2026-03-24,USD,USD,62.07,,,,,producto_sin_lista
S00133,144.0,[0144] HIDRAGLOB AW/ISO 68 (PA,2026-03-24,USD,USD,94.4,73.0,mar12,73.0,91.0,por_encima
S00141,602.0,[0602] SINOCO SAE 50 (PAILA),2026-03-24,USD,USD,86.64,,,,,producto_sin_lista
S00141,884.0,[0884] TRANSMATIC ATF DEXRON I,2026-03-24,USD,USD,86.64,67.0,mar12,67.0,83.0,por_encima
S00141,605.0,[0605] SINOCO SAE 20W-50 (PAIL,2026-03-24,USD,USD,86.64,,,,,producto_sin_lista
S00144,877.0,[0877] SS EXTRA PROTECCION API,2026-03-24,USD,USD,93.1,72.0,mar12,72.0,96.0,por_encima
S00143,93.0,[0093] ALTA CILINDRADA SS API ,2026-03-24,USD,USD,43.97,34.0,mar12,34.0,42.0,por_encima
S00143,762.0,[0762] LIGA PARA FRENOS DOT-3 ,2026-03-24,USD,USD,50.43,39.0,mar12,39.0,49.0,por_encima
S00143,887.0,[0887] MOTOCLASICO 4T SAE 20W-,2026-03-24,USD,USD,85.34,66.0,mar12,66.0,82.0,por_encima
S00143,87.0,[0087] ENDUROGLOB 2T AIRE (1x6,2026-03-24,USD,USD,42.67,33.0,mar12,33.0,41.0,por_encima
S00142,884.0,[0884] TRANSMATIC ATF DEXRON I,2026-03-24,USD,USD,86.64,67.0,mar12,67.0,83.0,por_encima
S00142,121.0,[0121] TRANSGLOB API GL-5 SAE ,2026-03-24,USD,USD,39.46,36.0,mar12,36.0,45.0,por_encima
S00146,605.0,[0605] SINOCO SAE 20W-50 (PAIL,2026-03-24,USD,USD,86.64,,,,,producto_sin_lista
S00146,602.0,[0602] SINOCO SAE 50 (PAILA),2026-03-24,USD,USD,85.45,,,,,producto_sin_lista
S00147,603.0,[0603] SINOCO SAE 50 (Tambor),2026-03-24,nan,INDETERMINADA,821.12,,,,,lista_indeterminada
S00148,127.0,[0127] TRANSGLOB API GL-5 SAE ,2026-03-25,USD,USD,31.1,36.0,mar12,36.0,45.0,por_debajo
S00149,779.0,[0779] SINOCO SAE 20W-50 (1x12,2026-03-25,VES,VES,62.07,,,,,producto_sin_lista
S00149,603.0,[0603] SINOCO SAE 50 (Tambor),2026-03-25,VES,VES,821.12,,,,,producto_sin_lista
S00150,93.0,[0093] ALTA CILINDRADA SS API ,2026-03-25,USD,USD,43.97,34.0,mar12,34.0,42.0,por_encima
S00150,887.0,[0887] MOTOCLASICO 4T SAE 20W-,2026-03-25,USD,USD,85.34,66.0,mar12,66.0,82.0,por_encima
S00151,915.0,[0915] SINOCO SAE 50 (1x12),2026-03-25,Sin Pago,INDETERMINADA,62.07,,,,,lista_indeterminada
S00151,779.0,[0779] SINOCO SAE 20W-50 (1x12,2026-03-25,Sin Pago,INDETERMINADA,62.07,,,,,lista_indeterminada
S00153,83.0,[0083] MAXIMO API CF SAE 50 (P,2026-03-26,USD,USD,104.75,81.0,mar12,81.0,102.0,por_encima
S00153,877.0,[0877] SS EXTRA PROTECCION API,2026-03-26,USD,USD,93.1,72.0,mar12,72.0,96.0,por_encima
S00152,121.0,[0121] TRANSGLOB API GL-5 SAE ,2026-03-26,USD,USD,46.55,36.0,mar12,36.0,45.0,por_encima
S00154,19.0,[0019] ELITE API SN SAE 5W-40 ,2026-03-26,Sin Pago,INDETERMINADA,45.8602,,,46.0,58.0,lista_indeterminada
S00154,1.0,[0001] ELITE API SP SAE 0W-20 ,2026-03-26,Sin Pago,INDETERMINADA,62.826,,,49.0,61.0,lista_indeterminada
S00154,881.0,[0881] CLASICO API SL SAE 20W-,2026-03-26,Sin Pago,INDETERMINADA,80.7833,,,63.0,79.0,lista_indeterminada
S00154,7.0,[0007] ELITE API SN SAE 5W-20 ,2026-03-26,Sin Pago,INDETERMINADA,62.826,,,46.0,58.0,lista_indeterminada
S00154,880.0,[0880] CLASICO API SL SAE 15W-,2026-03-26,Sin Pago,INDETERMINADA,79.4943,,,62.0,78.0,lista_indeterminada
S00154,877.0,[0877] SS EXTRA PROTECCION API,2026-03-26,Sin Pago,INDETERMINADA,92.3153,,,72.0,96.0,lista_indeterminada
S00154,13.0,[0013] ELITE API SN SAE 5W-30 ,2026-03-26,Sin Pago,INDETERMINADA,62.826,,,46.0,58.0,lista_indeterminada
S00157,879.0,[0879] CARIBE FUERA DE BORDA T,2026-03-26,USD,USD,84.05,65.0,mar12,65.0,81.0,por_encima
S00156,762.0,[0762] LIGA PARA FRENOS DOT-3 ,2026-03-26,USD,USD,50.43,39.0,mar12,39.0,49.0,por_encima
S00158,779.0,[0779] SINOCO SAE 20W-50 (1x12,2026-03-26,USD,USD,62.07,,,,,producto_sin_lista
